"Bescheid-Nr.
Notice-no."; "Bezeichnung des Stoffes oder Gegenstandes
Name (trade name) of the substance or article"; "Identifikation
Identification"; "Lagergruppe+Verträglichkeitsgruppe
Storage group+compatibility group"; "Sicherheitsrelevante Verpackungsmerkmale
Safety-relevant packaging characteristics (some only in German)"
"1839-BAM-II.31"; "Perforator BAKER 61 Gram G.P. Zinc RDX
Perforator BAKER 61 Gram G.P. Steel HNS
Perforator BAKER 61 Gram G.P. Steel HMX
Perforator BAKER 61 Gram G.P. Steel RDX
Perforator BAKER 61 Gram G.P. Zinc HMX"; ""; "1.4S"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:
Innen:        Hülsen aus
                       Pappe
                  Unterteilende Trennwände in der
                       Außenverpackung

Zwischen:  nicht erforderlich

Außen:       Kisten aus Pappe (4G)

Werden die Hohlladungen einzeln verpackt, müssen die konischen Höhlungen nach unten gerichtet und das Versandstück mit ""OBEN"" gekennzeichnet sein. Werden die Hohlladungen paarweise verpackt, müssen die konischen Höhlungen einander zugewandt sein, um den Hohlladungseffekt im Falle einer ungewollten Auslösung möglichst gering zu halten."
"1785-BAM-II.31"; "Sprengschnur Octocord PT 185"; ""; "1.1D"; "In folgender besonderen Verpackung:
 Versandverpackung"
"1790-BAM-II.31"; "nsws-U-Sprengmomentzünder Z 1015"; ""; "1.4B"; "In folgender besonderen Verpackung:
 Versandverpackung"
"1783-BAM-II.31"; "Sprengmomentzünder A-0-HU
Sprengkurzzeitzünder A-DEM-HU-25"; ""; "1.4B"; "In folgender besonderen Verpackung:
 Versandverpackung"
"1942-BAM-II.31"; "Anzündklebeband (TAPEMATCH&reg;)"; "BAM-ZZS-0010"; "1.3G"; "In folgender besonderen Verpackung:
 Versandverpackung"
"1842-BAM-II.31"; "Airbag-Nitramin-Treibladungspulver NL009"; ""; "1.3G"; "In folgender besonderen Verpackung:
 Versandverpackung"
"1771-BAM-II.31"; "Nitroguanidin, trocken"; ""; "1.1D"; "In folgender besonderen Verpackung:
 Versandverpackung"
"1766-BAM-II.31"; "Treibladungspulver Hodgdon H 50BMG"; ""; "1.3C"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:
Innen:
Behälter aus Kunststoff
Zwischen:
nicht erforderlich
Außen:
Kisten aus Pappe (4G)

Eine Innenverpackung darf max. 500 g enthalten."
"1756-BAM-II.31"; "Sprengkörper SL 1"; ""; "1.1D"; "In folgender besonderen Verpackung:
 Versandverpackung"
"1757-BAM-II.31"; "nsws seismischer Sprengzünder Typ U-S 5A
nsws seismischer Sprengzünder Typ UD-S 5A
nsws Sprengzünder Typ UD"; ""; "1.4B"; "In folgender besonderen Verpackung:
 Versandverpackung"
"1776-BAM-II.31"; "Goldregenpulver 49 %, 0.3 - 1.5 mm
Goldregenpulver 49 %, Mehl bis 0.68 mm"; "BAM-PS-059
BAM-PS-059"; "1.3G"; "In folgender besonderen Verpackung:
 Variante 1 (1.3 G):
Innen:  bis zu 2.0 kg in Behältern aus Pappe oder bis zu 2.5 kg in Polyethylenbeuteln
Zwischen: nicht erforderlich
Außen: bis zu 10 Innenverpackungen in Fässern aus Pappe (1G) oder in Kisten aus Pappe (4G)

Variante 2 (1.1 D):
Innen:  Säcke aus Papier, aus Kunststoff oder aus Textilgewebe, gummiert; Behälter aus Holz, aus Metall, aus Pappe oder aus Kunststoff
Zwischen: nicht erforderlich
Außen: Kisten aus Stahl (4A), aus Naturholz, einfach (4C1), aus Naturholz mit staubdichten Wänden (4C2), aus Sperrholz (4D), aus Holzfaserwerkstoffen (4F), aus Pappe (4G) oder aus massiven Kunststoffen (4H2); Fässer aus Stahl mit abnehmbarem Deckel (1A2),  aus Aluminium mit abnehmbarem Deckel (1B2) oder aus Pappe (1G)"
"1755-BAM-II.31"; "Sprengstoff Gelatine-Donarit D"; ""; "1.1D"; "In folgender besonderen Verpackung:
 Versandverpackung"
"1745-BAM-II.31"; "Sprengschnur Octocord PT 185"; ""; "1.4S"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:
Die Sprengschnur ist auf bis zu 6 Polystyroleinlagen beidseitig festzulegen. Die  einzelnen Polystyroleinlagen sind durch zwei Papplagen voneinander zu trennen. Drei Papplagen füllen den Zwischenraum zwischen den Polystyroleinlagen und einer Kiste aus Pappe als Außenverpackung aus. Die Verpackung entspricht dem Zeichnungssatz K 770 vom 02.03.1993, Änderung A vom 30.09.1993."
"1784-BAM-II.31"; "Anzündmischung IM 1 (Granulat)
Anzündmischung IM 1/1 (Granulat)
Anzündmischung IM 2 (Granulat)"; "BAM-PS-096
BAM-PS-097
BAM-PS-098"; "1.1G"; "In folgender besonderen Verpackung:
 Innen:  bis zu 1.0 kg in Behältern aus Pappe oder aus Kunststoff

Zwischen: nicht erforderlich

Außen: bis zu 6 Innenverpackungen in Fässern aus Pappe (1G) oder in Kisten aus Pappe (4G)"
"1760-BAM-II.31"; "Airbag-Treibstoff BA-7-P855-00 (Pellets)"; "BAM-PS-095"; "1.3G"; "In folgender besonderen Verpackung:
 Innen:  bis zu 60 kg in Behältern oder Säcken aus Kunststoff

Zwischen: nicht erforderlich

Außen: eine Innenverpackung in Fässern aus Kunststoff (1H2) oder aus Pappe (1G) oder in Kisten aus Stahl (4A) oder aus Aluminium (4B), oder Naturholz, einfach (4C1) oder aus Sperrholz (4D) oder Holzfaserwerkstoffen (4F) oder aus Pappe (4G)"
"II.3/3057/99"; "Anzündverzögerer A/O.1s mit verstärkter Ladung
(Zeichnungsnummer M 1785)"; ""; "1.4G"; "In folgender besonderen Verpackung:
 Versandverpackung"
"1731-BAM-II.31"; "DYNADET-HU-Sprenglangzeitzünder 100ms
DYNADET-U-Sprenglangzeitzünder 100ms
DYNADET-A-Sprenglangzeitzünder 100ms
DYNADET-sws-A-Sprengmomentzünder NME
DYNADET-sws-A-Sprengkurzzeitzünder 30 ms NME
DYNADET-CU-Al-Sprenglangzeitzünder 100ms
DYNADET-sws-TE-Sprengkurzzeitzünder 30ms"; ""; "1.4B"; "In folgender besonderen Verpackung:
 Versandverpackung"
"1730-BAM-II.31"; "elektronischer Sprengzünder DYNATRONIC sws
elektronischer Sprengzünder DYNATRONIC sws/T"; ""; "1.4B"; "In folgender besonderen Verpackung:
 Versandverpackung"
"1729-BAM-II.31"; "Nichtelektrische Zündeinrichtung Nonel U-450
Nichtelektrische Zündeinrichtung Nonel U-475
Nichtelektrische Zündeinrichtung Nonel U-500
Nichtelektrische Zündeinrichtung Nonel MS
Nichtelektrische Zündeinrichtung Nonel Unidet UB"; ""; "1.1B"; "In folgender besonderen Verpackung:
 Versandverpackung"
"1726-BAM-II.31"; "Sprengmomentzünder Dynawell 1015E RDX"; ""; "1.1B"; "In folgender besonderen Verpackung:
 Versandverpackung"
"1725-BAM-II.31"; "Detonator DM 1067 A1"; ""; "1.4B"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:
Innen:
Kisten aus Pappe mit unterteilenden Trennwänden
Zwischen: --
Außen:
Kisten aus Naturholz, einfach (4C1)
Zur Sicherung gegen gegenseitiges Berühren der Detonatoren ist das Unterteil gemäß Zeichnung Nr. M 1628-10.2 vom 17.11.89 zu verwenden.
Die Innenverpackungen müssen von der Außenverpackung durch einen Zwischenraum von mindestens 25 mm getrennt sein, der mit Polstermaterial gefüllt sein muß."
"1711-BAM-II.31"; "Kassettenbombe CBU-71 A/B
Kassettenbombe CBU-71 / B
Kassettenbombe CBU-52 B/B
Kassettenbombe CBU-58 / B
Kassettenbombe CBU-58 A/B"; ""; "1.2D"; "In folgender besonderen Verpackung:
 Container-Typ MK-427"
"1708-BAM-II.31"; "nsws-U-Sprengkurzzeitzünder 25ms / Z 684"; ""; "1.4B"; "In folgender besonderen Verpackung:
 Versandverpackung"
"1701-BAM-II.31"; "Pyrotechnischer Simulator MGSS
Pyrotechnischer Simulator DIFCUE"; ""; "1.3G"; "In folgender besonderen Verpackung:
 Versandverpackung"
"1707-BAM-II.31"; "Sprengmomentzünder (Scherkapsel) TL 2 / Z 428"; ""; "1.1B"; "In folgender besonderen Verpackung:
 Versandverpackung"
"1697-BAM-II.31"; "Treibladungspulver N 105"; ""; "1.3C"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:
Innen:
Behälter aus Kunststoff; Inhalt: ca. 500 g
Zwischen:
-
Außen:
Kisten aus Pappe (4G)"
"1699-BAM-II.31"; "Treibladungspulver ALLIANT Bullseye
Treibladungspulver ALLIANT Unique
Treibladungspulver ALLIANT Red Dot
Treibladungspulver ALLIANT Green Dot
Treibladungspulver ALLIANT Blue Dot
Treibladungspulver ALLIANT Herco
Treibladungspulver ALLIANT 2400
Treibladungspulver ALLIANT Reloder 7
Treibladungspulver ALLIANT Reloder 12
Treibladungspulver ALLIANT Reloder 15
Treibladungspulver ALLIANT Reloder 19
Treibladungspulver ALLIANT Reloder 22
Treibladungspulver ALLIANT American Select Smokeless Powder
Treibladungspulver ALLIANT Power Pistol Smokeless Powder"; ""; "1.3C"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:
Innen:
Behälter aus Kunststoff; Inhalt: ca. 450 g
Zwischen:
-
Außen:
Kisten aus Pappe (4G)"
"1809-BAM-II.31"; "Brennmomentzünder (Brückenzünder U)
Brennmomentzünder (Brückenzünder A)"; "BAM-ZZE-0007
BAM-ZZE-0008"; "1.4S"; "In folgender besonderen Verpackung:
 Versandverpackung"
"1698-BAM-II.31"; "Treibladungspulver N 150"; ""; "1.3C"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:
Innen:
Behälter aus Kunststoff; Inhalt: ca. 1000 g
Zwischen:
-
Außen:
Kisten aus Pappe (4G)"
"1746-BAM-II.31"; "Goldregenpulver 49 %, 0,3 - 1,5 mm"; "BAM-PS-059"; "1.3G"; "In folgender besonderen Verpackung:
 Innen:  bis zu 10 kg in Behältern aus Pappe; Die Innenverpackung muss dicht verschlossen sein.

Außen: eine Innenverpackung in Fässern aus Pappe (1G) oder in Kisten aus Pappe (4G)"
"1695-BAM-II.31"; "Nichtelektrischer Sprengmomentzünder 0ms / Z903"; ""; "1.1B"; "In folgender besonderen Verpackung:
 Versandverpackung"
"1696-BAM-II.31"; "Detonator, Anstich mit Verzögerung (18sec) / M1762"; ""; "1.1B"; "In folgender besonderen Verpackung:
 Versandverpackung"
"1694-BAM-II.31"; "Preßling HW 95/5"; ""; "1.1D"; "In folgender besonderen Verpackung:
 Versandverpackung"
"1693-BAM-II.31"; "Treibladungspulver ALLIANT Bullseye
Treibladungspulver ALLIANT Unique
Treibladungspulver ALLIANT Red Dot
Treibladungspulver ALLIANT Green Dot
Treibladungspulver ALLIANT Blue Dot
Treibladungspulver ALLIANT Herco
Treibladungspulver ALLIANT 2400
Treibladungspulver ALLIANT Reloder 7
Treibladungspulver ALLIANT Reloder 12
Treibladungspulver ALLIANT Reloder 15
Treibladungspulver ALLIANT Reloder 19
Treibladungspulver ALLIANT Reloder 22"; ""; "1.3C"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:
Innen:
Behälter aus Kunststoff; Inhalt: ca. 450 g
Zwischen:
-
Außen:
Kisten aus Pappe (4G)"
"1683-BAM-II.31"; "Explosivstoff Hexolit (TNT 30 - 50%; Hexogen 70 - 50%)"; ""; "1.1D"; "In folgender besonderen Verpackung:
 Versandverpackung"
"II.3/3061/99"; "Satzauslöser I
(Zeichnungsnummer Z 649)"; ""; "1.4G"; "In folgender besonderen Verpackung:
 Versandverpackung"
"1664-BAM-II.32"; "Treibladungspulver N 105"; ""; "1.3C"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:
Innen:
Kanister aus Kunststoff; Inhalt: ca. 1000 g
Zwischen:-
Außen:
Kisten aus Pappe (4G)"
"1675-BAM-II.32"; "Brandsatz BS 1/3"; ""; "1.1G"; "In folgender besonderen Verpackung:
 Innen:  Gefäße aus Metall oder aus Kunststoff (elektrisch leitfähig)

Außen: Kisten aus Naturholz, einfach (4C1) mit unterteilenden Wänden"
"1662-BAM-II.32"; "Treibladungspulver Kemira N 540
Treibladungspulver Kemira N 550
Treibladungspulver Kemira N 560"; ""; "1.3C"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:
Innen:
Kanister aus Kunststoff; Inhalt: ca. 1000 g
Zwischen:
-
Außen:
Kisten aus Pappe (4G)"
"1768-BAM-II.31"; "Airbag-Treibstoff BA-7-P001-10 (Pellets)
Airbag-Treibstoff BA-7-P001-11 (Pellets)
Airbag-Treibstoff BA-7-P001-12 (Pellets)
Airbag-Treibstoff BA-7-Z001-01 (Pellets)
Airbag-Treibstoff BA-7-ZP001-01 (Ringe)"; "BAM-PS-086
BAM-PS-087
BAM-PS-093
BAM-PS-089
BAM-PS-088"; "1.3G"; "In folgender besonderen Verpackung:
 Innen:  bis zu 60 kg in Behältern oder Säcken aus Kunststoff 

Außen: eine Innenverpackung in Fässern aus Kunststoff (1H2) oder aus Pappe (1G) oder in Kisten aus Stahl (4A) oder aus Aluminium (4B), oder Naturholz, einfach (4C1) oder aus Sperrholz (4D) oder Holzfaserwerkstoffen (4F) oder aus Pappe (4G)"
"1649-BAM-II.32"; "Polynitropolyphenylen (PNP)"; ""; "1.1D"; "In folgender besonderen Verpackung:
 Versandverpackung"
"1679-BAM-II.31"; "Treibladungspulver Olin 231
Treibladungspulver Olin 296
Treibladungspulver Olin 540
Treibladungspulver Olin 571
Treibladungspulver Olin WST
Treibladungspulver Olin WSL
Treibladungspulver Olin WSF
Treibladungspulver Olin WAP
Treibladungspulver Olin WMR
Treibladungspulver Olin 748
Treibladungspulver Olin 760"; ""; "1.3C"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:
Innen:
Behälter aus Weißblech; Inhalt: ca. 450 g
Zwischen:
-
Außen:
Kisten aus Pappe (4G)"
"1774-BAM-II.31"; "PYROPAK-LCZD-Brennmomentzünder (Brückenzünder A)"; "BAM-ZZE-0005"; "1.4S"; "In folgender besonderen Verpackung:
 Innen:  Behälter aus Pappe, aus Holz, aus Metall oder aus Kunststoff; Einwickler aus Papier; Horden mit unterteilenden Wänden aus Kunststoff

Zwischen: nicht erforderlich

Außen: Kisten aus Stahl (4A), aus Aluminium (4B), aus Naturholz, einfach (4C1), aus Sperrholz (4D), aus Holzfaserwerkstoffen (4F), aus Pappe (4G) oder aus massiven Kunststoffen (4H2)"
"1654-BAM-II.32"; "Trinitrophenol (Pikrinsäure), mit mindestens 30 Masse-% Wasser"; ""; "1.4D"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:
Innen: Säcke aus Kunststoff
Außen: Fässer aus Pappe (1G)
Nettoexplosivstoffmasse (Trockensubstanz) je Versandstück: max. 45 kg"
"1638-BAM-II.32"; "Treibladungspulver Accurate No. 2
Treibladungspulver Accurate No. 5
Treibladungspulver Accurate No. 7
Treibladungspulver Accurate No. 9
Treibladungspulver Accurate 1680
Treibladungspulver Accurate 2230
Treibladungspulver Accurate 2460
Treibladungspulver Accurate 2520
Treibladungspulver Accurate 3100
Treibladungspulver Accurate 4350
Treibladungspulver Accurate 8700"; ""; "1.3C"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:
Innen:
Dosen aus Kunststoff mit rechteckigem Grundriß und Kunststoffdeckel, Halsdurchmesser 43 mm, Volumen ca. 1000 ml, Nettomasse ca. 500 g
Außen:
Kisten aus Pappe (4G)"
"1663-BAM-II.32"; "Anzündpille T7 mit 20 cm Kupferdraht (1.2 - 1.4 Ohm)
Anzündpille T24 mit Leitung (1.2 - 1.4 Ohm)"; "Ausnahmebew. Nr. 140/94 A
Ausnahmebew. Nr. 189/95 A"; "1.4G"; "In folgender besonderen Verpackung:
 Innen:  Gefäße aus Pappe, aus Metall oder aus Holz; Einwickler aus Papier; Horden aus Kunststoff

Außen: Kisten aus Pappe (4G), aus Naturholz, einfach (4C1), aus Sperrholz (4D), aus Holzfaser und Holzspan (4F), aus Stahl (4A) oder aus Aluminium (4B)"
"1640-BAM-II.32"; "Trinitroresorcin (Styphninsäure), wassergesättigt"; ""; "1.4D"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:
Innen: Säcke aus Kunststoff
Außen: Fässer aus Kunststoff mit abnehmbarem Deckel (1H2)"
"1722-BAM-II.31"; "Sprengschnur HNS Cord PT 250
Sprengschnur Hexacord T 150
Sprengschnur Octocord PT 165
Sprengschnur Octocord PT 185
Sprengschnur Hexacord PT 150
Sprengschnur Hexacord PT 150ST
Sprengschnur Octoslim PT 185"; ""; "1.4S"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:
Die Sprengschnur ist auf bis zu 6 Polystyroleinlagen beidseitig festzulegen. Die  einzelnen Polystyroleinlagen sind durch zwei Papplagen voneinander zu trennen. Drei Papplagen füllen den Zwischenraum zwischen den Polystyroleinlagen und einer Kiste aus Pappe als Außenverpackung aus. Die Verpackung entspricht dem Zeichnungssatz K 770."
"1634-BAM-II.32"; "Treibladungspulver T1/S 1000"; ""; "1.1C"; "In folgender besonderen Verpackung:
 Versandverpackung"
"1635-BAM-II.32"; "Nitrocellulose DL (NCL, DL) wasserfeucht, Sprengmittelqualität"; ""; "1.4C"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:

Die wasserfeuchte Nitrocellulose ist in Fässern aus Pappe der Codierung 1G zu verpacken. Die Nettomasse der feuchten Nitrocellulose beträgt ca. 25 kg."
"1633-BAM-II.32"; "Treibladungspulver N 350
Treibladungspulver N 540
Treibladungspulver N 550
Treibladungspulver N 560"; ""; "1.3C"; "In folgender besonderen Verpackung:
 unten beschriebenen Verpackung
Verpackung:
Innen:
Kanister aus Kunststoff; Inhalt: ca. 500 g; Volumen der Innenverpackung: ca. 1350 ml; Bruttogewicht der Innenverpackung: ca. 580 g.
Zwischen:
-
Außen:
Kisten aus Pappe (4G)"
"1595-BAM-II.32"; "elektronischer Sprengzünder DYNATRONIC N2"; ""; "1.4B"; "In folgender besonderen Verpackung:
 Versandverpackung"
"1593-BAM-II.32"; "nsws HU-Sprenglangzeitzünder 250ms"; ""; "1.4B"; "In folgender besonderen Verpackung:
 Versandverpackung"
"1594-BAM-II.32"; "DYNADET-sws-TE-Sprengkurzzeitzünder
DYNADET-sws-TE-Sprenglangzeitzünder 500ms
DYNADET-sws-TE-Sprengmomentzünder NME"; ""; "1.4B"; "In folgender besonderen Verpackung:
 Versandverpackung"
"1592-BAM-II.32"; "DYNADET-TE-Sprenglangzeitzünder 500ms"; ""; "1.4B"; "In folgender besonderen Verpackung:
 Versandverpackung"
"1603-BAM-II.32"; "Knallgeschoß 15 mm"; "BAM-PMII-0079"; "1.4G"; "In folgender besonderen Verpackung:
 Innen:  Bis zu 50 Gegenstände werden in Styroporeinsätzen so festgelegt, dass sich die Zünderseite entgegengesetzt der umgebenden Gegenstände befindet. Eine Innenverpackung wird mit einem Behälter aus Pappe allseitig umschlossen.  

Zwischen: Zwischen den einzelnen Innenverpackungen und zwischen den einzeln Innenverpackungen und der Außenverpackung werden Trennwände aus 5 mm Wellpappe eingelegt. Hohlräume werden mit gerollter Wellpappe ausgefüllt.  

Außen: Bis zu 10 Innenverpackungen werden mit einer Kiste aus Pappe (4G) allseitig umschlossen."
"1589-BAM-II.32"; "Bleitrinitroresorzinat, angefeuchtet mit 50% Ethanol/Wasser"; ""; "1.1A"; "In folgender besonderen Verpackung:
 Versandverpackung"
"1577-BAM-II.32"; "Pulverrohmasse, hexogenhaltig"; ""; "1.3C"; "In folgender besonderen Verpackung:
 Versandverpackung"
