;1. Start des Fragebogens;1. Start des Fragebogens;1. Start des Fragebogens;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;4. Mobilität;4. Mobilität;4. Mobilität;4. Mobilität;4. Mobilität;4. Mobilität;4. Mobilität;4. Mobilität;4. Mobilität;5. Demographische Daten;5. Demographische Daten;6. Stromspiegel;6. Optionale Angaben;6. Optionale Angaben;6. Optionale Angaben;6. Optionale Angaben;7. Abschluss des Fragebogens
1101443;Ja;Ministerium für Schule und Bildung;Ja;immer;k. A.;nie;oft;gelegentlich;nie;oft;oft;k. A.;selten;gelegentlich;oft;gelegentlich;selten;Ja;nie;nie;oft;k. A.;k. A.;immer;gelegentlich;selten;nie;nie;selten;gelegentlich;gelegentlich;nie;k. A.;selten;immer;gelegentlich;gelegentlich;oft;selten;nie;Ja;nie;nie;immer;nie;selten;k. A.;oft;nie;k. A.;oft;Nein;18-29;weiblich;Nein;;;;;Ja
1101444;Ja;Ministerium des Innern;Ja;oft;gelegentlich;k. A.;oft;oft;nie;gelegentlich;k. A.;Nein;nie;oft;gelegentlich;selten;nie;Ja;selten;gelegentlich;oft;gelegentlich;k. A.;oft;gelegentlich;oft;selten;nie;selten;oft;oft;nie;Nein;selten;oft;gelegentlich;selten;immer;selten;nie;Ja;gelegentlich;oft;immer;k. A.;gelegentlich;k. A.;nie;oft;selten;gelegentlich;Ja;18-29;weiblich;Nein;;;;;Ja
1101445;Ja;Ministerium des Innern;Ja;oft;oft;selten;;immer;oft;immer;nie;Ja;nie;oft;immer;oft;nie;Ja;oft;gelegentlich;immer;immer;k. A.;immer;gelegentlich;oft;immer;selten;oft;nie;immer;nie;Ja;nie;immer;;nie;immer;nie;nie;Ja;oft;gelegentlich;selten;nie;selten;nie;oft;selten;selten;immer;;50-59;weiblich;Nein;;;;;Ja
1101446;Ja;Ministerium für Arbeit, Gesundheit und Soziales;Ja;immer;nie;nie;immer;immer;nie;gelegentlich;k. A.;Nein;nie;immer;oft;selten;nie;Ja;selten;nie;selten;nie;k. A.;gelegentlich;immer;nie;nie;oft;gelegentlich;nie;selten;nie;Nein;gelegentlich;oft;oft;selten;immer;gelegentlich;oft;Ja;oft;gelegentlich;immer;k. A.;gelegentlich;nie;selten;gelegentlich;selten;selten;Ja;18-29;männlich;Nein;;;;;Ja
1101447;Ja;Ministerium des Innern;Nein;immer;immer;k. A.;immer;immer;nie;immer;nie;Nein;nie;immer;immer;gelegentlich;nie;Ja;immer;immer;immer;immer;k. A.;immer;selten;oft;nie;nie;immer;immer;immer;gelegentlich;Nein;nie;immer;immer;gelegentlich;oft;nie;nie;Ja;immer;immer;immer;k. A.;immer;nie;nie;immer;nie;k. A.;Ja;50-59;männlich;Ja;Wohnung;Ohne Strom;1;800;Ja
1101448;Ja;Ministerium des Innern;Ja;oft;nie;nie;immer;immer;immer;immer;k. A.;Nein;;immer;immer;immer;nie;Ja;oft;gelegentlich;oft;nie;k. A.;immer;immer;immer;immer;gelegentlich;k. A.;nie;immer;nie;Nein;nie;immer;immer;immer;immer;nie;nie;Ja;oft;gelegentlich;immer;nie;immer;k. A.;nie;immer;selten;k. A.;Ja;60-69;männlich;Ja;Haus;Ohne Strom;1;1.261;Ja
1101449;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Ja;oft;nie;nie;immer;immer;nie;immer;k. A.;Nein;nie;oft;selten;immer;nie;k. A.;nie;gelegentlich;selten;nie;immer;oft;oft;oft;selten;nie;oft;nie;selten;nie;Nein;nie;immer;selten;immer;immer;selten;nie;Ja;gelegentlich;oft;immer;nie;selten;k. A.;selten;gelegentlich;selten;oft;Ja;18-29;männlich;Nein;;;;;Ja
1101450;Ja;Ministerium des Innern;Ja;nie;selten;k. A.;immer;immer;k. A.;oft;k. A.;Nein;nie;selten;oft;nie;selten;Ja;gelegentlich;gelegentlich;oft;gelegentlich;k. A.;immer;immer;oft;gelegentlich;oft;selten;nie;oft;nie;Nein;nie;oft;oft;selten;immer;oft;nie;Ja;gelegentlich;gelegentlich;selten;nie;oft;nie;selten;oft;k. A.;immer;Nein;18-29;weiblich;Nein;;;;;Ja
1101451;Ja;Ministerium des Innern;Ja;oft;selten;k. A.;immer;immer;immer;nie;k. A.;Ja;selten;immer;immer;nie;nie;Ja;nie;gelegentlich;immer;selten;nie;immer;gelegentlich;nie;gelegentlich;nie;gelegentlich;immer;gelegentlich;nie;Ja;gelegentlich;selten;nie;nie;immer;gelegentlich;nie;Ja;selten;gelegentlich;nie;nie;k. A.;k. A.;gelegentlich;nie;selten;oft;k. A.;18-29;weiblich;Nein;;;;;Ja
1101452;Ja;Ministerium des Innern;Ja;gelegentlich;k. A.;k. A.;k. A.;immer;nie;oft;nie;;selten;immer;immer;selten;nie;k. A.;nie;nie;nie;nie;nie;immer;immer;selten;immer;nie;k. A.;nie;immer;immer;Nein;oft;immer;immer;selten;immer;nie;immer;k. A.;nie;nie;nie;nie;nie;nie;gelegentlich;nie;nie;immer;Nein;30-39;weiblich;Ja;Wohnung;Ohne Strom;2;1.400;Ja
1101453;Ja;Ministerium für Heimat, Kommunales, Bau und Digitalisierung;Ja;selten;nie;nie;immer;oft;gelegentlich;immer;oft;k. A.;selten;k. A.;gelegentlich;nie;gelegentlich;k. A.;nie;nie;oft;nie;nie;immer;oft;gelegentlich;nie;nie;selten;oft;gelegentlich;nie;Ja;gelegentlich;selten;immer;selten;immer;;nie;Ja;nie;nie;gelegentlich;k. A.;k. A.;gelegentlich;oft;gelegentlich;gelegentlich;oft;Nein;30-39;männlich;Nein;;;;;Ja
1101454;Ja;Ministerium für Kinder, Jugend, Familie, Gleichstellung, Flucht und Integration;Nein;immer;nie;nie;immer;immer;oft;immer;immer;Ja;nie;immer;immer;immer;nie;Ja;gelegentlich;oft;immer;nie;oft;immer;immer;oft;gelegentlich;nie;nie;nie;immer;nie;Ja;nie;immer;immer;immer;oft;nie;nie;Ja;immer;immer;immer;nie;k. A.;k. A.;nie;immer;nie;k. A.;Ja;30-39;weiblich;Nein;;;;;Ja
1101455;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Nein;oft;oft;k. A.;immer;k. A.;selten;oft;k. A.;k. A.;nie;oft;immer;gelegentlich;nie;k. A.;gelegentlich;oft;oft;oft;k. A.;immer;k. A.;oft;oft;oft;oft;nie;immer;oft;k. A.;selten;oft;oft;oft;oft;selten;k. A.;Ja;oft;oft;immer;nie;nie;k. A.;selten;immer;selten;oft;Ja;30-39;männlich;Ja;Wohnung;Mit Strom;1;1.100;Ja
1101456;Ja;Ministerium des Innern;Nein;nie;nie;nie;immer;immer;selten;gelegentlich;nie;Ja;nie;nie;immer;selten;oft;Nein;nie;nie;nie;nie;nie;immer;gelegentlich;gelegentlich;nie;nie;immer;immer;gelegentlich;selten;;gelegentlich;nie;oft;nie;immer;oft;selten;Ja;selten;nie;nie;nie;nie;nie;selten;nie;nie;oft;Nein;30-39;männlich;Ja;Wohnung;Ohne Strom;3;1.800;Ja
1101457;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Ja;immer;gelegentlich;oft;immer;immer;oft;immer;k. A.;Nein;selten;immer;immer;oft;nie;Ja;oft;gelegentlich;immer;oft;k. A.;immer;immer;immer;immer;oft;oft;nie;oft;selten;Nein;selten;immer;immer;immer;immer;nie;selten;Ja;oft;oft;immer;nie;oft;nie;nie;immer;;k. A.;Ja;30-39;männlich;Nein;;;;;Ja
1101458;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Ja;immer;nie;nie;immer;immer;nie;immer;immer;Ja;nie;gelegentlich;immer;nie;nie;Ja;gelegentlich;gelegentlich;immer;nie;immer;immer;immer;oft;immer;nie;oft;selten;immer;nie;Ja;selten;immer;immer;nie;immer;gelegentlich;selten;Ja;gelegentlich;gelegentlich;immer;nie;gelegentlich;nie;selten;selten;nie;immer;Nein;60-69;männlich;Nein;;;;;Ja
1101459;Ja;Ministerium des Innern;Ja;immer;gelegentlich;selten;immer;immer;immer;gelegentlich;immer;Ja;nie;gelegentlich;immer;gelegentlich;immer;Ja;oft;oft;immer;gelegentlich;immer;immer;immer;immer;immer;gelegentlich;immer;nie;immer;gelegentlich;Ja;nie;immer;immer;oft;immer;immer;gelegentlich;Ja;gelegentlich;oft;immer;nie;oft;nie;nie;immer;nie;oft;Nein;50-59;weiblich;Nein;;;;;Ja
1101460;Ja;Ministerium für Arbeit, Gesundheit und Soziales;Ja;immer;gelegentlich;k. A.;immer;immer;immer;immer;immer;k. A.;nie;immer;gelegentlich;immer;gelegentlich;Ja;selten;gelegentlich;immer;selten;immer;immer;immer;immer;oft;selten;oft;selten;immer;selten;Nein;nie;immer;immer;k. A.;immer;gelegentlich;selten;Ja;oft;gelegentlich;gelegentlich;k. A.;k. A.;nie;gelegentlich;oft;selten;immer;Nein;60-69;weiblich;Nein;;;;;Ja
1101462;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Ja;oft;gelegentlich;immer;immer;immer;nie;k. A.;k. A.;Nein;nie;immer;immer;nie;gelegentlich;Ja;immer;oft;immer;immer;k. A.;immer;immer;immer;selten;immer;oft;selten;immer;gelegentlich;Nein;nie;;oft;nie;oft;selten;gelegentlich;k. A.;immer;oft;immer;nie;oft;selten;nie;immer;nie;k. A.;Ja;50-59;weiblich;Nein;;;;;Ja
1101463;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Nein;immer;nie;k. A.;immer;immer;nie;immer;k. A.;;nie;immer;immer;immer;immer;Ja;selten;selten;immer;nie;gelegentlich;immer;gelegentlich;gelegentlich;immer;immer;oft;nie;immer;immer;Nein;gelegentlich;immer;immer;immer;immer;immer;immer;Ja;selten;selten;oft;nie;nie;nie;gelegentlich;nie;nie;immer;Nein;40-49;männlich;Ja;Wohnung;Mit Strom;1;2.700;Ja
1101464;Ja;Ministerium des Innern;Nein;oft;selten;k. A.;immer;immer;gelegentlich;immer;k. A.;Ja;nie;immer;selten;selten;nie;k. A.;selten;gelegentlich;oft;selten;k. A.;immer;immer;gelegentlich;gelegentlich;gelegentlich;gelegentlich;gelegentlich;immer;nie;Ja;selten;immer;gelegentlich;gelegentlich;immer;nie;nie;Ja;gelegentlich;gelegentlich;gelegentlich;nie;nie;nie;oft;gelegentlich;nie;oft;Nein;50-59;weiblich;Nein;;;;;Ja
1101465;Ja;Ministerium des Innern;Ja;immer;gelegentlich;k. A.;immer;immer;immer;immer;k. A.;Ja;gelegentlich;gelegentlich;oft;gelegentlich;selten;Ja;gelegentlich;gelegentlich;gelegentlich;gelegentlich;k. A.;immer;immer;gelegentlich;gelegentlich;selten;gelegentlich;immer;oft;gelegentlich;Ja;oft;oft;oft;oft;immer;gelegentlich;gelegentlich;Ja;gelegentlich;gelegentlich;nie;nie;gelegentlich;nie;oft;selten;gelegentlich;oft;Nein;60-69;männlich;Ja;Haus;Ohne Strom;2;3.000;Ja
1101468;Ja;Ministerium des Innern;Ja;gelegentlich;nie;k. A.;selten;immer;nie;gelegentlich;k. A.;k. A.;nie;nie;immer;nie;nie;Ja;selten;selten;selten;nie;k. A.;oft;immer;selten;immer;selten;gelegentlich;nie;oft;nie;Nein;nie;immer;immer;oft;oft;nie;nie;Ja;selten;selten;immer;nie;gelegentlich;k. A.;nie;oft;nie;k. A.;Ja;60-69;männlich;Ja;Wohnung;Ohne Strom;1;1.500;Ja
1101470;Ja;Ministerium des Innern;Nein;gelegentlich;oft;selten;oft;oft;gelegentlich;gelegentlich;oft;Ja;nie;gelegentlich;oft;oft;gelegentlich;Ja;gelegentlich;gelegentlich;oft;oft;k. A.;immer;oft;immer;immer;oft;oft;oft;oft;selten;Ja;nie;oft;oft;immer;immer;immer;selten;Ja;gelegentlich;gelegentlich;oft;k. A.;oft;k. A.;gelegentlich;;oft;oft;k. A.;18-29;weiblich;Nein;;;;;Ja
1101472;Ja;Ministerium des Innern;Ja;oft;nie;nie;immer;immer;nie;oft;k. A.;Ja;nie;gelegentlich;immer;nie;nie;Ja;selten;selten;immer;nie;immer;immer;immer;oft;immer;immer;oft;nie;gelegentlich;nie;Ja;nie;immer;immer;nie;immer;nie;nie;Ja;gelegentlich;gelegentlich;immer;nie;immer;k. A.;selten;oft;selten;oft;Nein;60-69;weiblich;Nein;;;;;Ja
1101473;Ja;Ministerium des Innern;Nein;oft;nie;k. A.;immer;immer;gelegentlich;immer;k. A.;Nein;k. A.;immer;k. A.;k. A.;immer;Ja;gelegentlich;gelegentlich;k. A.;nie;k. A.;immer;immer;oft;immer;immer;selten;selten;immer;selten;Nein;gelegentlich;immer;gelegentlich;immer;immer;immer;selten;Ja;gelegentlich;gelegentlich;oft;k. A.;k. A.;k. A.;immer;oft;nie;immer;Nein;40-49;weiblich;Ja;Wohnung;Mit Strom;1;1.500;Ja
1101474;Ja;Ministerium des Innern;Nein;oft;nie;nie;immer;immer;nie;k. A.;nie;Ja;nie;oft;;selten;nie;Nein;selten;selten;selten;nie;k. A.;immer;oft;oft;immer;nie;oft;oft;gelegentlich;selten;Ja;nie;immer;immer;immer;immer;gelegentlich;nie;Ja;gelegentlich;gelegentlich;immer;nie;k. A.;k. A.;selten;gelegentlich;nie;oft;Nein;18-29;weiblich;Nein;;;;;Ja
1101476;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Ja;immer;nie;k. A.;immer;immer;k. A.;immer;k. A.;Nein;nie;immer;gelegentlich;immer;nie;Ja;gelegentlich;gelegentlich;k. A.;k. A.;k. A.;immer;immer;immer;immer;k. A.;gelegentlich;nie;immer;selten;Nein;nie;immer;immer;immer;immer;nie;nie;Ja;immer;immer;immer;nie;oft;k. A.;nie;immer;nie;k. A.;Ja;18-29;weiblich;Nein;;;;;Ja
1101477;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Ja;gelegentlich;selten;immer;immer;immer;nie;selten;nie;Ja;selten;immer;selten;immer;nie;Ja;gelegentlich;gelegentlich;selten;oft;immer;immer;immer;nie;selten;nie;oft;nie;oft;immer;Ja;immer;immer;oft;oft;selten;gelegentlich;immer;Ja;immer;immer;oft;nie;selten;nie;selten;oft;selten;immer;Nein;40-49;männlich;Ja;Haus;Ohne Strom;2;580;Ja
1101478;Ja;Ministerium des Innern;Nein;nie;nie;immer;immer;immer;nie;immer;immer;Ja;nie;immer;immer;immer;nie;Ja;selten;selten;nie;nie;immer;immer;immer;immer;immer;nie;immer;oft;oft;nie;Ja;selten;immer;immer;immer;immer;gelegentlich;nie;Ja;gelegentlich;gelegentlich;nie;nie;immer;nie;selten;immer;selten;gelegentlich;Nein;40-49;weiblich;Ja;Haus;Ohne Strom;2;2.664;Ja
1101480;Ja;Ministerium des Innern;Ja;selten;gelegentlich;oft;oft;selten;selten;immer;nie;Nein;selten;immer;oft;oft;selten;Ja;gelegentlich;selten;selten;gelegentlich;oft;oft;selten;gelegentlich;oft;nie;selten;gelegentlich;oft;oft;Nein;gelegentlich;oft;immer;oft;immer;oft;oft;Ja;;nie;oft;nie;selten;nie;oft;selten;selten;gelegentlich;Ja;30-39;männlich;Ja;Haus;Ohne Strom;1;1.200;Ja
1101481;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Ja;oft;nie;immer;k. A.;immer;nie;gelegentlich;k. A.;Ja;selten;oft;selten;selten;immer;Ja;selten;selten;gelegentlich;selten;k. A.;oft;selten;oft;nie;nie;gelegentlich;oft;oft;gelegentlich;Ja;oft;selten;selten;selten;immer;immer;gelegentlich;Ja;selten;selten;nie;nie;selten;nie;immer;nie;nie;gelegentlich;Nein;60-69;männlich;Ja;Haus;Ohne Strom;3;4.500;Ja
1101482;Ja;Ministerium für Arbeit, Gesundheit und Soziales;Nein;oft;immer;k. A.;immer;immer;immer;immer;k. A.;Ja;selten;immer;immer;immer;selten;Ja;gelegentlich;gelegentlich;immer;immer;immer;oft;immer;immer;immer;selten;immer;immer;immer;gelegentlich;Ja;selten;immer;immer;immer;oft;selten;selten;Ja;gelegentlich;gelegentlich;immer;nie;selten;nie;selten;immer;selten;immer;Ja;40-49;männlich;Nein;;;;;Ja
1101485;Ja;Ministerium des Innern;Ja;immer;immer;selten;immer;immer;selten;immer;k. A.;Nein;nie;k. A.;immer;nie;nie;Ja;oft;selten;immer;immer;k. A.;immer;oft;gelegentlich;immer;oft;gelegentlich;nie;oft;nie;Nein;nie;oft;oft;nie;oft;nie;nie;k. A.;selten;selten;immer;nie;selten;nie;selten;gelegentlich;nie;k. A.;Ja;50-59;divers;Nein;;;;;Ja
1101487;Ja;Ministerium des Innern;Ja;gelegentlich;selten;k. A.;immer;immer;immer;immer;k. A.;Ja;selten;k. A.;oft;selten;gelegentlich;Ja;nie;nie;selten;nie;k. A.;oft;gelegentlich;immer;selten;nie;k. A.;oft;immer;nie;Ja;gelegentlich;selten;oft;selten;oft;gelegentlich;nie;Ja;nie;gelegentlich;nie;nie;nie;k. A.;immer;selten;nie;oft;Nein;40-49;weiblich;Nein;;;;;Ja
1101488;Ja;Ministerium für Kinder, Jugend, Familie, Gleichstellung, Flucht und Integration;Nein;immer;nie;k. A.;immer;oft;nie;oft;k. A.;Nein;nie;immer;immer;nie;selten;Ja;selten;selten;nie;nie;k. A.;immer;selten;oft;nie;nie;nie;gelegentlich;immer;nie;Nein;nie;immer;immer;gelegentlich;immer;selten;nie;Ja;immer;gelegentlich;immer;nie;oft;k. A.;selten;oft;k. A.;oft;Nein;18-29;weiblich;Nein;;;;;Ja
1101489;Ja;Ministerium des Innern;Ja;immer;nie;nie;immer;selten;selten;oft;immer;Ja;nie;immer;oft;nie;selten;Nein;nie;nie;immer;nie;k. A.;immer;oft;;nie;nie;oft;gelegentlich;immer;oft;;nie;immer;immer;nie;immer;oft;oft;Ja;immer;immer;nie;nie;nie;nie;immer;nie;nie;immer;Nein;40-49;weiblich;Nein;;;;;Ja
1101490;Ja;Ministerium für Heimat, Kommunales, Bau und Digitalisierung;Nein;nie;nie;nie;immer;immer;nie;immer;nie;Nein;selten;gelegentlich;oft;gelegentlich;selten;Ja;selten;gelegentlich;nie;nie;k. A.;immer;immer;oft;selten;nie;selten;k. A.;gelegentlich;nie;Nein;nie;oft;oft;oft;immer;nie;nie;Ja;gelegentlich;oft;nie;nie;nie;selten;immer;selten;selten;immer;Nein;30-39;männlich;Ja;Wohnung;Mit Strom;1;2.500;Ja
1101491;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Nein;nie;selten;immer;nie;nie;nie;oft;k. A.;Nein;selten;oft;oft;nie;selten;Ja;selten;oft;oft;selten;immer;oft;selten;selten;oft;selten;selten;oft;immer;nie;Nein;;immer;gelegentlich;nie;immer;selten;nie;k. A.;gelegentlich;gelegentlich;immer;nie;nie;nie;nie;oft;nie;immer;Ja;40-49;weiblich;Nein;;;;;Ja
1101492;Ja;Ministerium des Innern;Nein;selten;immer;immer;immer;immer;nie;immer;k. A.;Nein;selten;immer;oft;oft;gelegentlich;k. A.;nie;oft;selten;immer;immer;immer;immer;nie;nie;nie;nie;nie;immer;nie;Nein;nie;immer;immer;immer;oft;immer;nie;Ja;nie;immer;nie;nie;nie;nie;immer;nie;gelegentlich;immer;Nein;40-49;männlich;Ja;Haus;Ohne Strom;3;3.500;Ja
1101494;Ja;Ministerium der Finanzen;Nein;immer;nie;nie;immer;immer;selten;immer;oft;Nein;selten;gelegentlich;oft;selten;immer;Ja;nie;gelegentlich;oft;nie;oft;immer;immer;gelegentlich;nie;nie;selten;nie;gelegentlich;oft;Nein;gelegentlich;gelegentlich;oft;selten;immer;oft;selten;Ja;gelegentlich;gelegentlich;selten;nie;selten;nie;gelegentlich;gelegentlich;gelegentlich;selten;Nein;30-39;weiblich;Nein;;;;;Ja
1101499;Ja;Ministerium des Innern;Ja;immer;immer;selten;immer;immer;selten;immer;immer;Nein;nie;immer;;selten;immer;Ja;selten;selten;immer;immer;selten;immer;immer;selten;immer;selten;immer;nie;selten;selten;Nein;nie;immer;immer;selten;oft;oft;immer;Ja;immer;immer;immer;nie;immer;nie;nie;oft;selten;immer;Ja;60-69;weiblich;Nein;;;;;Ja
1101501;Ja;Ministerium des Innern;Ja;oft;nie;selten;immer;immer;k. A.;k. A.;k. A.;Nein;nie;oft;oft;selten;gelegentlich;Ja;gelegentlich;gelegentlich;k. A.;k. A.;k. A.;oft;gelegentlich;oft;oft;nie;gelegentlich;nie;oft;nie;Nein;selten;oft;oft;k. A.;immer;gelegentlich;selten;k. A.;gelegentlich;oft;oft;nie;oft;k. A.;gelegentlich;gelegentlich;nie;oft;Nein;50-59;weiblich;Nein;;;;;Ja
1101502;Ja;Ministerium des Innern;Ja;nie;nie;nie;immer;immer;nie;immer;k. A.;k. A.;k. A.;k. A.;oft;k. A.;nie;Ja;nie;nie;nie;nie;immer;immer;immer;immer;immer;nie;k. A.;gelegentlich;immer;selten;k. A.;nie;oft;gelegentlich;selten;immer;oft;nie;k. A.;selten;selten;immer;nie;k. A.;k. A.;oft;gelegentlich;gelegentlich;oft;Nein;30-39;weiblich;Nein;;;;;Ja
1101503;Ja;Ministerium des Innern;Nein;immer;nie;k. A.;immer;gelegentlich;selten;oft;k. A.;Nein;gelegentlich;immer;immer;nie;oft;k. A.;nie;nie;immer;nie;immer;immer;gelegentlich;selten;gelegentlich;nie;selten;nie;oft;nie;Nein;gelegentlich;immer;immer;selten;immer;oft;nie;k. A.;selten;gelegentlich;immer;nie;selten;k. A.;gelegentlich;;selten;gelegentlich;k. A.;18-29;weiblich;Nein;;;;;Ja
1101504;Ja;Ministerium des Innern;Nein;nie;immer;k. A.;immer;immer;nie;immer;gelegentlich;Nein;oft;nie;nie;nie;gelegentlich;k. A.;gelegentlich;gelegentlich;nie;immer;immer;immer;immer;immer;oft;nie;immer;selten;immer;immer;Nein;nie;immer;immer;immer;immer;selten;immer;Ja;oft;oft;selten;nie;gelegentlich;nie;nie;oft;nie;immer;Nein;60-69;männlich;Ja;Haus;Ohne Strom;2;1.800;Ja
1101505;Ja;Ministerium des Innern;Nein;oft;selten;k. A.;immer;immer;oft;k. A.;k. A.;Ja;nie;immer;gelegentlich;selten;oft;Ja;selten;gelegentlich;oft;gelegentlich;oft;oft;oft;immer;oft;nie;gelegentlich;k. A.;immer;nie;Ja;nie;immer;gelegentlich;selten;immer;immer;selten;Ja;selten;gelegentlich;nie;nie;gelegentlich;k. A.;oft;nie;immer;gelegentlich;Nein;30-39;weiblich;Nein;;;;;Ja
1101506;Ja;Ministerium des Innern;Nein;oft;nie;k. A.;immer;immer;oft;oft;k. A.;Ja;selten;k. A.;gelegentlich;k. A.;nie;k. A.;nie;selten;selten;nie;k. A.;immer;immer;immer;immer;gelegentlich;immer;gelegentlich;oft;oft;Ja;nie;immer;oft;immer;oft;oft;oft;Ja;gelegentlich;selten;selten;selten;gelegentlich;nie;immer;nie;oft;oft;Nein;30-39;weiblich;Nein;;;;;Ja
1101507;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Ja;selten;immer;immer;immer;gelegentlich;immer;oft;oft;Nein;selten;immer;gelegentlich;gelegentlich;nie;Ja;gelegentlich;gelegentlich;gelegentlich;immer;immer;immer;gelegentlich;immer;immer;nie;gelegentlich;oft;oft;selten;Ja;selten;immer;oft;oft;oft;oft;selten;Ja;gelegentlich;gelegentlich;immer;nie;oft;nie;gelegentlich;oft;gelegentlich;gelegentlich;Nein;30-39;männlich;Nein;;;;;Ja
1101508;Ja;Ministerium für Kinder, Jugend, Familie, Gleichstellung, Flucht und Integration;Ja;immer;immer;selten;immer;immer;immer;immer;immer;Nein;nie;immer;immer;k. A.;selten;k. A.;oft;oft;immer;immer;immer;immer;immer;immer;immer;selten;oft;nie;oft;nie;Nein;nie;immer;immer;immer;immer;oft;nie;Ja;oft;oft;gelegentlich;nie;nie;k. A.;oft;nie;k. A.;gelegentlich;Nein;18-29;weiblich;Ja;Wohnung;Mit Strom;1;1.020;Ja
1101509;Ja;Ministerium für Landwirtschaft und Verbraucherschutz;Nein;immer;nie;nie;immer;immer;nie;gelegentlich;k. A.;Ja;nie;selten;nie;nie;nie;Nein;nie;gelegentlich;gelegentlich;nie;nie;oft;selten;gelegentlich;selten;nie;selten;nie;immer;nie;Nein;oft;oft;selten;gelegentlich;oft;nie;nie;Ja;gelegentlich;gelegentlich;nie;nie;nie;nie;gelegentlich;gelegentlich;selten;oft;Nein;30-39;divers;Ja;Haus;Ohne Strom;2;2.700;Ja
1101510;Ja;Ministerium des Innern;Ja;oft;immer;k. A.;immer;immer;oft;immer;k. A.;Nein;nie;immer;oft;oft;nie;Ja;gelegentlich;selten;oft;immer;k. A.;immer;immer;oft;immer;oft;immer;selten;immer;gelegentlich;Nein;nie;immer;oft;immer;immer;nie;gelegentlich;Ja;gelegentlich;selten;k. A.;k. A.;k. A.;nie;k. A.;k. A.;nie;oft;Nein;60-69;männlich;Ja;Wohnung;Ohne Strom;2;1.750;Ja
1101511;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Nein;immer;oft;k. A.;immer;immer;nie;k. A.;nie;Ja;nie;immer;immer;selten;immer;Ja;gelegentlich;oft;immer;immer;immer;immer;immer;;oft;oft;oft;;immer;oft;Ja;selten;immer;;k. A.;immer;immer;oft;Ja;oft;oft;selten;nie;nie;nie;immer;selten;nie;oft;Nein;60-69;weiblich;Ja;Haus;Ohne Strom;2;2.800;Ja
1101513;Ja;Ministerium des Innern;Ja;oft;oft;k. A.;immer;oft;k. A.;oft;k. A.;Nein;nie;oft;oft;oft;selten;Ja;gelegentlich;gelegentlich;oft;oft;k. A.;immer;oft;immer;oft;gelegentlich;immer;selten;immer;nie;Nein;nie;oft;immer;immer;immer;oft;nie;Ja;immer;oft;oft;nie;oft;nie;selten;gelegentlich;nie;oft;Nein;50-59;männlich;Ja;Haus;Ohne Strom;4;2.100;Ja
1101515;Ja;Ministerium des Innern;Nein;immer;oft;nie;oft;immer;gelegentlich;immer;k. A.;Ja;gelegentlich;gelegentlich;immer;oft;selten;Ja;oft;gelegentlich;immer;gelegentlich;immer;oft;immer;oft;immer;nie;oft;oft;immer;gelegentlich;Ja;oft;immer;oft;oft;immer;oft;gelegentlich;Ja;oft;oft;nie;nie;nie;k. A.;;nie;nie;immer;Nein;60-69;männlich;Ja;Haus;Ohne Strom;2;3.500;Ja
1101516;Ja;Ministerium des Innern;Nein;gelegentlich;gelegentlich;k. A.;immer;oft;oft;oft;nie;k. A.;nie;immer;oft;immer;oft;Ja;oft;gelegentlich;gelegentlich;gelegentlich;k. A.;immer;oft;immer;oft;nie;nie;nie;oft;nie;Nein;nie;immer;immer;immer;immer;oft;nie;Ja;oft;oft;immer;nie;immer;nie;nie;immer;nie;immer;Ja;18-29;männlich;Ja;Wohnung;Ohne Strom;2;1.115;Ja
1101517;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Ja;nie;nie;nie;immer;oft;nie;oft;k. A.;Nein;nie;oft;gelegentlich;selten;oft;Nein;nie;selten;gelegentlich;nie;k. A.;oft;oft;gelegentlich;selten;nie;selten;oft;oft;selten;Nein;nie;immer;gelegentlich;immer;immer;oft;selten;Ja;gelegentlich;gelegentlich;immer;nie;oft;k. A.;selten;selten;nie;oft;Nein;40-49;weiblich;Nein;;;;;Ja
